Player,Team,Position,Games,PassingCompletions,RushingAttempts,RushingAttempts,ReceivingYards,ReceivingYards,ReceivingYards,ReceivingTD,ReceivingTD,ReceivingTD,ReceivingTD,PassingInt,RushingAttempts,RushingAttempts,ReceivingYards,ReceivingYards,ReceivingYards,ReceivingTD,ReceivingTD,ReceivingTD,ReceivingTD,ReceivingTargets,Receptions,ReceivingYards,ReceivingYards,ReceivingYards,ReceivingTD,ReceivingTD,ReceivingTD,ReceivingTD,FantasyPoints,PlayerID
Nick Muse,MIN,TE,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,1,0,0,22,0,0,0,0,2.0,493
Gunner Olszewski,2TM,WR,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2.0,494
Zach Pascal,ARI,WR,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,15,4,0,0,19,0,0,0,0,2.0,495
Laquon Treadwell,BAL,WR,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,1,0,0,16,0,0,0,0,2.0,496
Trevon Wesco,TEN,TE,15,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3,1,0,0,21,0,0,0,0,2.0,497
Mike White,MIA,QB,6,5,6,8,74,-9,0,1,0,0,0,1,6,8,74,-9,0,1,0,0,0,0,0,74,-9,0,1,0,0,0,2.0,498
Alex Armah,WAS,RB,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,3,0,0,13,0,0,0,0,1.0,499
Sean Clifford,GNB,QB,2,1,1,3,37,-2,0,0,0,0,0,0,1,3,37,-2,0,0,0,0,0,0,0,37,-2,0,0,0,0,0,1.0,500
Jashaun Corbin,NYG,RB,6,0,0,1,0,1,12,0,0,0,0,0,0,1,0,1,12,0,0,0,0,3,3,0,1,12,0,0,0,0,1.0,501
Kenyan Drake,2TM,RB,3,0,0,2,0,0,31,0,0,0,0,0,0,2,0,0,31,0,0,0,0,3,2,0,0,31,0,0,0,0,1.0,502
Ross Dwelley,SFO,TE,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,1,0,0,12,0,0,0,0,1.0,503
D'Wayne Eskridge,SEA,WR,4,0,0,2,0,5,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1.0,504
Chris Evans,CIN,RB,8,0,0,2,0,12,-1,0,0,0,0,0,0,2,0,12,-1,0,0,0,0,1,1,0,12,-1,0,0,0,0,1.0,505
Tucker Fisk,ATL,TE,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,9,0,0,0,0,1.0,506
John FitzPatrick,ATL,TE,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,1,0,0,12,0,0,0,0,1.0,507
Cole Fotheringham,LVR,TE,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,6,0,0,0,0,1.0,508
Evan Hull,IND,RB,1,0,0,1,0,1,6,0,0,0,0,0,0,1,0,1,6,0,0,0,0,1,1,0,1,6,0,0,0,0,1.0,509
Collin Johnson,CHI,WR,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,0,11,0,0,0,0,1.0,510
Jakob Johnson,LVR,FB,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,1,0,0,12,0,0,0,0,1.0,511
Mason Kinsey,TEN,WR,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,6,0,0,0,0,1.0,512
A.J. McCarron,CIN,QB,2,4,5,0,19,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1.0,513
Anthony McFarland Jr.,PIT,RB,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,2,0,0,11,0,0,0,0,1.0,514
Kene Nwangwu,MIN,RB,9,0,0,5,0,13,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1.0,515
Devine Ozigbo,DET,RB,3,0,0,3,0,5,8,0,0,0,0,0,0,3,0,5,8,0,0,0,0,1,1,0,5,8,0,0,0,0,1.0,516
Kevin Rader,TEN,TE,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,1,0,0,6,0,0,0,0,1.0,517
Eric Saubert,2TM,TE,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,3,0,0,12,0,0,0,0,1.0,518
Willie Snead,SFO,WR,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,2,0,0,14,0,0,0,0,1.0,519
Malik Taylor,NYJ,WR,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,2,0,0,13,0,0,0,0,1.0,520
Cody Thompson,SEA,WR,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,0,10,0,0,0,0,1.0,521
Austin Trammell,LAR,WR,16,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,29,0,0,0,0,7,4,0,0,29,0,0,0,0,1.0,522
Jonathan Ward,TEN,RB,7,0,0,3,0,11,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1.0,523
Devon Allen,PHI,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,524
Stephen Anderson,LAC,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,525
Andre Baccellia,ARI,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,526
Michael Bandy,DEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,527
Matt Barkley,JAX,QB,1,0,0,3,0,-3,0,0,0,0,0,0,0,3,0,-3,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,,528
Nick Bellore*,SEA,FB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,529
Chris Blair,ATL,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,530
Teddy Bridgewater,DET,QB,1,0,0,2,0,-2,0,0,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,,531
Matt Bushman,KAN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,532
Terrell Bynum,LAC,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,533
Damiere Byrd,ATL,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,534
Jason Cabinda,DET,FB,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,535
Marquez Callaway,NOR,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,536
Stephen Carlson,CHI,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,537
Irvin Charles,NYJ,WR,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,538
Julius Chestnut,TEN,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,539
Dan Chisena,2TM,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,540
Corey Clement,ARI,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,541
Tanner Conner,MIA,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,542
Malik Cunningham,2TM,QB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,543
Darrell Daniels,DET,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,544
Frank Darby,ATL,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,545
Jaelon Darden,CLE,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,546
Malik Davis,DAL,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,547
Phillip Dorsett,DEN,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,548
Colton Dowell,TEN,WR,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,3,0,0,0,0,,549
Dylan Drummond,DET,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,550
Sam Ehlinger,IND,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,551
Princeton Fant,DAL,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,552
Ethan Fernea,IND,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,553
Anthony Firkser,DET,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,554
Dez Fitzpatrick,PIT,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,555
Myles Gaskin,2TM,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,556
Zach Gentry,LVR,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,557
Reggie Gilliam,BUF,FB,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,3,0,0,0,0,,558
Antoine Green,DET,WR,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,2,0,0,0,0,,559
Jacob Harris,JAX,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,560
N'Keal Harry,MIN,WR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,561
Jamycal Hasty,2TM,RB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,562
Parker Hesse,ATL,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,563
J.P. Holtz,NOR,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,564
Travis Homer,CHI,RB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,565
Jesper Horsted,LVR,TE,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,4,0,0,0,0,,566
Mohamed Ibrahim,DET,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,567
Godwin Igwebuike,2TM,RB,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,568
Andy Isabella,BUF,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,569
Kearis Jackson,TEN,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,570
Lucky Jackson,MIN,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,571
Shedrick Jackson,CIN,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,572
Tyree Jackson,NYG,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,573
Johnny Johnson,HOU,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,574
Hunter Kampmoyer,LAC,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,575
Dalton Keene,HOU,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,576
Tyler Kroft,MIA,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,577
Zack Kuntz,NYJ,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,578
Kwamie Lassiter II,CIN,WR,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,,579
Hunter Long,LAR,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,580
Tay Martin,SFO,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,581
Ben Mason,BAL,FB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,582
Jordan Matthews,CAR,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,583
Kenny McIntosh,SEA,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,584
Sean McKeon,DAL,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,585
Tre' McKitty,LAC,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,586
Jeremy McNichols,SFO,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,587
Kirk Merritt,NOR,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,588
Ryan Miller,TAM,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,589
Jordan Mims,NOR,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,590
Stanley Morgan Jr.,CIN,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,591
Albert Okwuegbunam,PHI,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,592
Qadree Ollison,PIT,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,593
Henry Pearson,GNB,FB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,594
Josh Pederson,JAX,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,595
Nathan Peterman,CHI,QB,2,0,0,2,0,-4,0,0,0,0,0,0,0,2,0,-4,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,,596
Adam Prentice,NOR,FB,13,0,0,2,0,12,12,0,0,0,0,0,0,2,0,12,12,0,0,0,0,3,2,0,12,12,0,0,0,0,,597
Deneric Prince,KAN,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,598
Giovanni Ricci,CAR,FB,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,,599
James Robinson,GNB,RB,1,0,0,1,0,2,-2,0,0,0,0,0,0,1,0,2,-2,0,0,0,0,1,1,0,2,-2,0,0,0,0,,600
Aaron Rodgers,NYJ,QB,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,601
Amari Rodgers,IND,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,602
Brady Russell,SEA,TE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,603
David Sills,DEN,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,604
Matthew Slater,NWE,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,605
Tre'Quan Smith,DEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,606
Matt Sokol,NWE,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,607
SaRodorick Thompson,SEA,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,608
Mitchell Tinsley,WAS,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,609
Noah Togiai,PHI,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,610
Kyle Trask,TAM,QB,2,0,1,1,0,-1,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,,611
DJ Turner,LVR,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,612
Xazavian Valladay,NYJ,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,613
Nick Vannett,LAC,TE,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,3,0,0,0,0,,614
Travis Vokolek,ARI,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,615
Dwayne Washington,DEN,RB,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,616
Montrell Washington,KAN,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,617
Blake Whiteheart,ARI,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,618
Kristian Wilkerson,LVR,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,619
Brayden Willis,SFO,TE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,620
Jonathan Williams,WAS,RB,1,0,0,1,0,-2,0,0,0,0,0,0,0,1,0,-2,0,0,0,0,0,1,0,0,-2,0,0,0,0,0,,621
Rodney Williams,PIT,TE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,622
Juwann Winfree,IND,WR,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,623
Easop Winston,SEA,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,624
Logan Woodside,ATL,QB,1,3,4,1,27,6,0,0,0,0,0,1,4,1,27,6,0,0,0,0,0,0,0,27,6,0,0,0,0,0,,625
Owen Wright,BAL,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,626
Dareke Young,SEA,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,627
Kyle Allen,BUF,QB,7,0,0,13,0,-13,0,0,0,0,0,0,0,13,0,-13,0,0,0,0,0,0,0,0,-13,0,0,0,0,0,-1.0,628
Deon Jackson,3TM,RB,4,0,0,14,0,16,14,0,0,0,0,0,0,14,0,16,14,0,0,0,0,6,5,0,16,14,0,0,0,0,-1.0,629
David Wells,TAM,TE,5,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,2,2,0,0,-10,0,0,0,0,-1.0,630
James Proche,CLE,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,-2.0,631
Trent Taylor,CHI,WR,17,0,0,1,0,-2,0,0,0,0,0,0,0,1,0,-2,0,0,0,0,0,2,0,0,-2,0,0,0,0,0,-2.0,632
